id,label
533,5
534,0
535,6
536,6
537,6
538,5
539,4
540,4
541,6
542,6
543,5
544,2
545,2
546,6
547,4
548,3
549,3
550,4
551,4
552,2
553,2
554,0
555,4
556,0
557,2
558,6
559,4
560,0
561,0
562,5
563,0
564,5
565,5
566,6
567,5
568,4
569,6
570,4
571,3
572,6
573,6
574,2
575,2
576,4
577,3
578,4
579,4
580,4
581,3
582,2
583,3
584,5
585,4
586,4
587,5
588,4
589,6
590,6
591,3
592,4
593,6
594,3
595,4
596,4
597,4
598,4
599,6
600,4
601,6
602,6
603,6
604,3
605,6
606,0
607,4
608,6
609,4
610,6
611,5
612,3
613,4
614,5
615,6
616,0
617,6
618,4
619,0
620,3
621,2
622,2
623,3
624,3
625,3
626,4
627,2
628,0
629,3
630,6
631,3
632,3
633,6
634,5
635,0
636,5
637,2
638,0
639,0
640,5
641,4
642,3
643,6
644,3
645,6
646,3
647,6
648,5
649,3
650,2
651,3
652,3
653,3
654,4
655,2
656,3
657,4
658,6
659,5
660,0
661,3
662,3
663,3
664,3
665,5
666,6
667,6
668,4
669,0
670,4
671,6
672,5
673,0
674,6
675,0
676,6
677,0
678,6
679,6
680,4
681,3
682,3
683,3
684,2
685,6
686,6
687,3
688,3
689,3
690,3
691,5
692,2
693,0
694,6
695,3
696,5
697,3
698,3
699,0
700,2
701,3
702,2
703,4
704,5
705,0
706,3
707,2
708,3
709,3
710,0
711,4
712,2
713,3
714,6
715,3
716,2
717,4
718,4
719,6
720,4
721,3
722,3
723,0
724,4
725,0
726,0
727,5
728,0
729,4
730,3
731,2
732,6
733,6
734,6
735,3
736,6
737,4
738,0
739,3
740,0
741,2
742,4
743,6
744,3
745,2
746,0
747,3
748,5
749,3
750,3
751,3
752,0
753,4
754,6
755,3
756,0
757,0
758,3
759,4
760,6
761,0
762,0
763,3
764,3
765,3
766,3
767,4
768,6
769,2
770,3
771,0
772,4
773,6
774,0
775,5
776,3
777,0
778,0
779,5
780,0
781,6
782,4
783,4
784,0
785,6
786,3
787,4
788,4
789,6
790,0
791,3
792,3
793,4
794,4
795,3
796,6
797,5
798,0
799,5
800,3
801,6
802,5
803,3
804,5
805,3
806,5
807,4
808,6
809,4
810,3
811,2
812,4
813,6
814,0
815,4
816,6
817,3
818,4
819,2
820,4
821,5
822,6
823,0
824,5
825,6
826,5
827,4
828,5
829,6
830,0
831,5
832,5
833,3
834,5
835,0
836,3
837,0
838,0
839,0
840,6
841,4
842,2
843,4
844,4
845,2
846,3
847,0
848,4
849,5
850,6
851,4
852,0
853,6
854,0
855,5
856,4
857,3
858,4
859,3
860,4
861,5
862,0
863,4
864,6
865,2
866,0
867,4
868,3
869,3
870,3
871,3
872,0
873,5
874,0
875,6
876,6
877,5
878,3
879,0
880,3
881,4
882,4
883,6
884,5
885,2
886,2
887,0
888,4
889,5
890,3
891,5
892,4
893,4
894,5
895,6
896,2
897,3
898,4
899,2
900,6
901,3
902,3
903,6
904,5
905,3
906,3
907,5
908,4
909,5
910,5
911,4
912,6
913,0
914,4
915,0
916,4
917,6
918,4
919,4
920,0
921,0
922,3
923,3
924,4
925,3
926,5
927,6
928,6
929,0
930,2
931,0
932,2
933,4
934,4
935,6
936,3
937,6
938,3
939,3
940,3
941,6
942,6
943,0
944,4
945,4
946,4
947,4
948,3
949,3
950,5
951,6
952,4
953,2
954,0
955,2
956,4
957,6
958,6
959,5
960,2
961,2
962,6
963,5
964,5
965,0
966,0
967,2
968,3
969,3
970,3
971,3
972,0
973,0
974,6
975,4
976,0
977,0
978,3
979,5
980,2
981,5
982,5
983,0
984,2
985,4
986,3
987,5
988,3
989,3
990,5
991,4
992,4
993,4
994,0
995,0
996,4
997,0
998,3
999,3
1000,5
1001,4
1002,6
1003,4
1004,4
1005,6
1006,0
1007,4
1008,5
1009,0
1010,6
1011,6
1012,6
1013,3
1014,4
1015,3
1016,0
1017,0
1018,3
1019,4
1020,6
1021,3
1022,4
1023,0
1024,2
1025,6
1026,6
1027,2
1028,4
1029,6
1030,5
1031,3
1032,3
1033,3
1034,4
1035,3
1036,3
1037,0
1038,5
1039,6
1040,2
1041,4
1042,3
1043,6
1044,3
1045,6
1046,3
1047,4
1048,4
1049,0
1050,3
1051,6
1052,2
1053,4
1054,5
1055,3
1056,4
1057,4
1058,3
1059,2
1060,3
1061,3
1062,3
1063,6
1064,6
1065,6
1066,3
1067,3
1068,4
1069,3
1070,4
1071,6
1072,0
1073,3
1074,6
1075,4
1076,0
1077,4
1078,6
1079,0
1080,3
1081,3
1082,5
1083,3
1084,4
1085,3
1086,3
1087,5
1088,5
1089,3
1090,0
1091,3
1092,3
1093,3
1094,0
1095,4
1096,6
1097,3
1098,0
1099,6
1100,6
1101,0
1102,3
1103,2
1104,2
1105,0
1106,0
1107,6
1108,0
1109,0
1110,0
1111,6
1112,5
1113,6
1114,5
1115,6
1116,6
1117,3
1118,4
1119,3
1120,5
1121,0
1122,3
1123,2
1124,5
1125,3
1126,4
1127,0
1128,3
1129,6
1130,6
1131,6
1132,3
1133,3
1134,3
1135,2
1136,5
1137,4
1138,3
1139,4
1140,5
1141,0
1142,2
1143,6
1144,6
1145,4
1146,0
1147,3
1148,3
1149,4
1150,6
1151,0
1152,4
1153,0
1154,5
1155,5
1156,3
1157,3
1158,3
1159,0
1160,0
1161,4
1162,4
1163,2
1164,0
1165,2
1166,0
1167,0
1168,6
1169,0
1170,2
1171,2
1172,3
1173,5
1174,3
1175,3
1176,4
1177,5
1178,0
1179,4
1180,3
1181,6
1182,4
1183,4
1184,6
1185,5
1186,3
1187,5
1188,6
1189,3
1190,2
1191,0
1192,2
1193,2
1194,3
1195,5
1196,3
1197,2
1198,3
1199,4
1200,2
1201,3
1202,4
1203,2
1204,6
1205,4
1206,3
1207,6
1208,3
1209,6
1210,3
1211,5
1212,6
1213,6
1214,5
1215,6
1216,2
1217,3
1218,5
1219,6
1220,4
1221,3
1222,5
1223,3
1224,0
1225,3
1226,4
1227,0
1228,3
1229,6
1230,6
1231,3
1232,6
1233,6
1234,6
1235,6
1236,3
1237,3
1238,0
1239,0
1240,2
1241,0
1242,0
1243,5
1244,6
1245,5
1246,5
1247,4
1248,5
1249,3
1250,3
1251,6
1252,3
1253,2
1254,0
1255,6
1256,3
1257,4
1258,3
1259,6
1260,6
1261,6
1262,0
1263,4
1264,0
1265,3
1266,3
1267,0
1268,0
1269,6
1270,3
1271,0
1272,3
1273,0
1274,4
1275,5
1276,4
1277,6
1278,3
1279,3
1280,2
1281,2
1282,3
1283,3
1284,4
1285,4
1286,3
1287,6
1288,5
1289,4
1290,3
1291,4
1292,0
1293,2
1294,3
1295,6
1296,5
1297,3
1298,4
1299,5
1300,4
1301,6
1302,3
1303,4
1304,2
1305,5
1306,3
1307,3
1308,6
1309,4
1310,3
1311,6
1312,3
1313,2
1314,4
1315,0
1316,4
1317,6
1318,0
1319,0
1320,2
1321,6
1322,3
1323,0
1324,3
1325,3
1326,4
1327,6
1328,5
1329,6
1330,6
1331,6
1332,6
1333,4
1334,2
1335,6
1336,0
1337,5
1338,0
1339,2
1340,3
1341,4
1342,6
1343,6
1344,4
1345,6
1346,6
1347,4
1348,3
1349,0
1350,5
1351,4
1352,3
1353,6
1354,6
1355,3
1356,3
1357,0
1358,5
1359,5
1360,4
1361,2
1362,5
1363,6
1364,5
1365,4
1366,2
1367,2
1368,0
1369,2
1370,3
1371,4
1372,5
1373,0
1374,3
1375,2
1376,0
1377,6
1378,5
1379,0
1380,3
1381,4
1382,3
1383,0
1384,0
1385,2
1386,3
1387,3
1388,3
1389,3
1390,3
1391,5
1392,3
1393,3
1394,6
1395,4
1396,4
1397,3
1398,3
1399,5
1400,6
1401,6
1402,3
1403,5
1404,4
1405,3
1406,4
1407,3
1408,6
1409,2
1410,3
1411,0
1412,4
1413,5
1414,6
1415,0
1416,4
1417,0
1418,3
1419,6
1420,5
1421,6
1422,3
1423,6
1424,5
1425,4
1426,3
1427,3
1428,4
1429,3
1430,2
1431,4
1432,0
1433,5
1434,3
1435,6
1436,2
1437,2
1438,3
1439,6
1440,2
1441,4
1442,2
1443,5
1444,0
1445,6
1446,3
1447,0
1448,6
1449,3
1450,6
1451,6
1452,6
1453,4
1454,3
1455,3
1456,6
1457,3
1458,4
1459,3
1460,6
1461,6
1462,2
1463,3
1464,2
1465,5
1466,3
1467,3
1468,5
1469,3
1470,4
1471,6
1472,4
1473,3
1474,4
1475,5
1476,3
1477,3
1478,3
1479,3
1480,6
1481,5
1482,3
1483,5
1484,3
1485,0
1486,6
1487,4
1488,0
1489,3
1490,3
1491,4
1492,3
1493,3
1494,6
1495,5
1496,2
1497,4
1498,2
1499,6
1500,5
1501,6
1502,6
1503,5
1504,2
1505,6
1506,6
1507,3
1508,3
1509,6
1510,4
1511,6
1512,3
1513,2
1514,5
1515,5
1516,5
1517,2
1518,0
1519,3
1520,6
1521,0
1522,4
1523,5
1524,6
1525,6
1526,2
1527,2
1528,2
1529,6
1530,2
1531,4
1532,3
1533,2
1534,5
1535,2
1536,3
1537,6
1538,4
1539,3
1540,3
1541,2
1542,2
1543,0
1544,4
1545,2
1546,6
1547,3
1548,6
1549,6
1550,0
1551,0
1552,3
1553,0
1554,2
1555,3
1556,3
1557,6
1558,3
1559,0
1560,6
1561,4
1562,6
1563,3
1564,4
1565,6
1566,6
1567,4
1568,6
1569,6
1570,4
1571,3
1572,6
1573,5
1574,6
1575,3
1576,0
1577,3
1578,6
1579,3
1580,2
1581,6
1582,6
1583,4
1584,2
1585,6
1586,4
1587,0
1588,6
1589,4
1590,3
1591,5
1592,6
1593,0
1594,3
1595,2
1596,0
1597,4
1598,3
1599,4
1600,5
1601,4
1602,6
1603,5
1604,6
1605,2
1606,6
1607,5
1608,0
1609,2
1610,6
1611,6
1612,2
1613,5
1614,3
1615,3
1616,2
1617,4
1618,0
1619,3
1620,3
1621,3
1622,4
1623,3
1624,2
1625,2
1626,4
1627,2
1628,3
1629,3
1630,6
1631,0
1632,3
1633,3
1634,3
1635,2
1636,6
1637,6
1638,0
1639,4
1640,2
1641,3
1642,3
1643,2
1644,6
1645,6
1646,5
1647,0
1648,6
1649,4
1650,3
1651,3
1652,3
1653,5
1654,3
1655,4
1656,0
1657,6
1658,6
1659,5
1660,0
1661,3
1662,4
1663,2
1664,4
1665,6
1666,0
1667,6
1668,6
1669,4
1670,6
1671,4
1672,4
1673,3
1674,2
1675,4
1676,6
1677,6
1678,5
1679,5
1680,4
1681,5
1682,6
1683,3
1684,5
1685,0
1686,6
1687,4
1688,4
1689,4
1690,0
1691,3
1692,3
1693,4
1694,3
1695,4
1696,0
1697,3
1698,3
1699,0
1700,4
1701,4
1702,0
1703,5
1704,4
1705,3
1706,6
1707,3
1708,3
1709,2
1710,2
1711,0
1712,6
1713,6
1714,5
1715,3
1716,3
1717,6
1718,5
1719,0
1720,6
1721,0
1722,3
1723,4
1724,4
1725,6
1726,4
1727,3
1728,3
1729,6
1730,4
1731,6
1732,6
1733,2
1734,3
1735,6
1736,4
1737,0
1738,0
1739,5
1740,3
1741,6
1742,5
1743,3
1744,2
1745,6
1746,2
1747,4
1748,6
1749,6
1750,0
1751,0
1752,5
1753,4
1754,3
1755,0
1756,4
1757,4
1758,0
1759,3
1760,2
1761,0
1762,3
1763,4
1764,4
1765,6
1766,4
1767,5
1768,3
1769,3
1770,2
1771,2
1772,3
1773,2
1774,3
1775,3
1776,6
1777,0
1778,0
1779,2
1780,5
1781,6
1782,2
1783,2
1784,5
1785,3
1786,5
1787,3
1788,0
1789,3
1790,0
1791,3
1792,4
1793,3
1794,6
1795,0
1796,6
1797,0
1798,5
1799,0
1800,3
1801,6
1802,4
1803,6
1804,2
1805,4
1806,4
1807,3
1808,3
1809,5
1810,4
1811,5
1812,3
1813,6
1814,0
1815,4
1816,6
1817,2
1818,6
1819,2
1820,4
1821,4
1822,3
1823,6
1824,0
1825,6
1826,0
1827,6
1828,5
1829,0
1830,6
1831,4
1832,6
1833,4
1834,4
1835,0
1836,0
1837,6
1838,6
1839,0
1840,6
1841,0
1842,6
1843,3
1844,4
1845,3
1846,4
1847,0
1848,2
1849,6
1850,3
1851,3
1852,6
1853,4
1854,6
1855,2
1856,2
1857,3
1858,5
1859,5
1860,3
1861,4
1862,3
1863,6
1864,5
1865,5
1866,4
1867,6
1868,3
1869,2
1870,2
1871,5
1872,6
1873,3
1874,6
1875,2
1876,3
1877,5
1878,3
1879,6
1880,0
1881,5
1882,5
1883,6
1884,6
1885,5
1886,4
1887,5
1888,5
1889,5
1890,5
1891,6
1892,0
1893,4
1894,6
1895,4
1896,0
1897,4
1898,4
1899,3
1900,4
1901,0
1902,4
1903,2
1904,4
1905,6
1906,6
1907,6
1908,2
1909,6
1910,3
1911,5
1912,0
1913,6
1914,5
1915,6
1916,5
1917,3
1918,2
1919,5
1920,2
1921,5
1922,4
1923,2
1924,3
1925,4
1926,3
1927,3
1928,3
1929,4
1930,0
1931,5
1932,2
1933,4
1934,6
1935,5
1936,6
1937,3
1938,4
1939,5
1940,6
1941,4
1942,3
1943,3
1944,4
1945,6
1946,4
1947,2
1948,4
1949,5
1950,4
1951,6
1952,6
1953,6
1954,3
1955,3
1956,4
1957,4
1958,3
1959,3
1960,5
1961,4
1962,6
1963,3
1964,4
1965,2
1966,3
1967,3
1968,6
1969,3
1970,3
1971,4
1972,5
1973,3
1974,3
1975,6
1976,4
1977,6
1978,0
1979,3
1980,6
1981,0
1982,2
1983,4
1984,3
1985,4
1986,4
1987,0
1988,3
1989,4
1990,4
1991,5
1992,6
1993,4
1994,6
1995,3
1996,2
1997,3
1998,6
1999,6
2000,0
2001,3
2002,2
2003,4
2004,6
2005,5
2006,6
2007,5
2008,2
2009,6
2010,0
2011,3
2012,5
2013,6
2014,2
2015,6
2016,5
2017,5
2018,0
2019,6
2020,2
2021,3
2022,5
2023,4
2024,0
2025,3
2026,0
2027,0
2028,3
2029,5
2030,0
2031,5
2032,3
2033,0
2034,4
2035,2
2036,2
2037,4
2038,2
2039,3
2040,3
2041,4
2042,5
2043,4
2044,0
2045,2
2046,3
2047,4
2048,4
2049,5
2050,0
2051,3
2052,0
2053,4
2054,6
2055,2
2056,4
2057,4
2058,4
2059,3
2060,5
2061,0
2062,3
2063,0
2064,0
2065,0
2066,6
2067,0
2068,3
2069,5
2070,3
2071,3
2072,0
2073,6
2074,0
2075,6
2076,4
2077,0
2078,5
2079,4
2080,0
2081,5
2082,4
2083,5
2084,6
2085,4
2086,3
2087,3
2088,0
2089,4
2090,6
2091,6
2092,3
2093,3
2094,6
2095,3
2096,3
2097,4
2098,3
2099,3
2100,4
2101,6
2102,5
2103,3
2104,5
2105,3
2106,0
2107,4
2108,4
2109,4
2110,4
2111,3
2112,5
2113,3
2114,3
2115,3
2116,3
2117,3
2118,3
2119,0
2120,4
2121,3
2122,0
2123,3
2124,6
2125,0
2126,3
2127,3
2128,3
2129,6
2130,4
2131,2
2132,2
2133,3
2134,6
2135,6
2136,0
2137,4
2138,4
2139,3
2140,3
2141,6
2142,3
2143,6
2144,4
2145,3
2146,3
2147,6
2148,2
2149,0
2150,3
2151,6
2152,3
2153,5
2154,4
2155,3
2156,3
2157,5
2158,2
2159,3
2160,6
2161,3
2162,3
2163,0
2164,5
2165,3
2166,3
2167,5
2168,0
2169,6
2170,5
2171,4
2172,3
2173,6
2174,6
2175,6
2176,3
2177,2
2178,0
2179,6
2180,3
2181,2
2182,3
2183,6
2184,0
2185,3
2186,0
2187,0
2188,3
2189,2
2190,5
2191,0
2192,0
2193,3
2194,3
2195,3
2196,6
2197,3
2198,6
2199,3
2200,3
2201,6
2202,4
2203,3
2204,4
2205,6
2206,3
2207,6
2208,3
2209,6
2210,4
2211,3
2212,3
2213,2
2214,6
2215,4
2216,5
2217,4
2218,6
2219,6
2220,5
2221,5
2222,0
2223,6
2224,4
2225,6
2226,5
2227,4
2228,0
2229,3
2230,4
2231,2
2232,2
2233,6
2234,5
2235,3
2236,6
2237,0
2238,2
2239,3
2240,5
2241,4
2242,3
2243,0
2244,6
2245,6
2246,3
2247,0
2248,6
2249,6
2250,6
2251,3
2252,3
2253,3
2254,2
2255,0
2256,3
2257,4
2258,6
2259,4
2260,2
2261,3
2262,5
2263,0
2264,6
2265,4
2266,3
2267,6
2268,4
2269,5
2270,3
2271,6
2272,5
2273,4
2274,6
2275,0
2276,6
2277,3
2278,6
2279,0
2280,5
2281,3
2282,4
2283,3
2284,5
2285,0
2286,3
2287,0
2288,6
2289,2
2290,3
2291,3
2292,3
2293,2
2294,3
2295,5
2296,5
2297,3
2298,4
2299,5
2300,4
2301,6
2302,3
2303,3
2304,0
2305,4
2306,2
2307,3
2308,3
2309,3
2310,0
2311,3
2312,6
2313,3
2314,6
2315,3
2316,2
2317,0
2318,3
2319,0
2320,3
2321,5
2322,0
2323,4
2324,0
2325,3
2326,3
2327,4
2328,5
2329,6
2330,3
2331,4
2332,6
2333,0
2334,6
2335,0
2336,0
2337,4
2338,5
2339,6
2340,0
2341,6
2342,3
2343,3
2344,6
2345,5
2346,2
2347,3
2348,6
2349,2
2350,6
2351,0
2352,3
2353,3
2354,3
2355,2
2356,6
2357,3
2358,4
2359,5
2360,3
2361,6
2362,5
2363,0
2364,6
2365,6
2366,6
2367,3
2368,0
2369,4
2370,0
2371,3
2372,6
2373,4
2374,6
2375,3
2376,3
2377,3
2378,3
2379,4
2380,3
2381,5
2382,5
2383,6
2384,2
2385,3
2386,5
2387,6
2388,5
2389,6
2390,4
2391,4
2392,3
2393,5
2394,4
2395,6
2396,0
2397,3
2398,3
2399,0
2400,4
2401,6
2402,0
2403,3
2404,3
2405,2
2406,2
2407,2
2408,0
2409,3
2410,3
2411,4
2412,3
2413,2
2414,4
2415,3
2416,4
2417,5
2418,0
2419,3
2420,0
2421,2
2422,3
2423,4
2424,5
2425,5
2426,0
2427,3
2428,3
2429,3
2430,6
2431,3
2432,3
2433,3
2434,4
2435,4
2436,3
2437,3
2438,5
2439,3
2440,6
2441,3
2442,0
2443,2
2444,0
2445,6
2446,2
2447,6
2448,2
2449,4
2450,5
2451,3
2452,2
2453,6
2454,5
2455,6
2456,3
2457,3
2458,3
2459,0
2460,0
2461,3
2462,3
2463,6
2464,5
2465,4
2466,4
2467,3
2468,3
2469,3
2470,6
2471,0
2472,5
2473,2
2474,4
2475,2
2476,5
2477,3
2478,5
2479,2
2480,6
2481,4
2482,4
2483,5
2484,4
2485,2
2486,4
2487,0
2488,6
2489,5
2490,5
2491,5
2492,2
2493,3
2494,0
2495,2
2496,2
2497,5
2498,0
2499,3
2500,3
2501,2
2502,6
2503,2
2504,0
2505,3
2506,2
2507,4
2508,4
2509,3
2510,6
2511,4
2512,0
2513,6
2514,5
2515,4
2516,4
2517,6
2518,4
2519,5
2520,0
2521,3
2522,5
2523,4
2524,4
2525,0
2526,0
2527,3
2528,4
2529,4
2530,3
2531,6
2532,3
2533,3
2534,3
2535,2
2536,3
2537,4
2538,0
2539,4
2540,2
2541,3
2542,3
2543,0
2544,2
2545,2
2546,3
2547,3
2548,6
2549,3
2550,4
2551,6
2552,6
2553,6
2554,6
2555,3
2556,4
2557,0
2558,4
2559,6
2560,2
2561,2
2562,3
2563,4
2564,5
2565,3
2566,6
2567,3
2568,4
2569,5
2570,2
2571,0
2572,6
2573,6
2574,0
2575,0
2576,3
2577,2
2578,4
2579,4
2580,4
2581,4
2582,3
2583,3
2584,0
2585,5
2586,3
2587,0
2588,3
2589,3
2590,5
2591,4
2592,3
2593,4
2594,3
2595,5
2596,3
2597,4
2598,6
2599,2
2600,3
2601,0
2602,0
2603,4
2604,3
2605,0
2606,6
2607,3
2608,4
2609,6
2610,4
2611,3
2612,4
2613,0
2614,6
2615,5
2616,6
2617,3
2618,3
2619,4
2620,3
2621,4
2622,0
2623,4
2624,4
2625,3
2626,4
2627,3
2628,2
2629,0
2630,3
2631,5
2632,0
2633,2
2634,4
2635,6
2636,5
2637,3
2638,6
2639,5
2640,3
2641,3
2642,3
2643,4
2644,5
2645,5
2646,4
2647,2
2648,2
2649,3
2650,5
2651,6
2652,3
2653,4
2654,3
2655,5
2656,6
2657,3
2658,4
2659,0
2660,6
2661,3
2662,6
2663,6
2664,6
2665,3
2666,6
2667,3
2668,3
2669,2
2670,4
2671,4
2672,6
2673,6
2674,4
2675,3
2676,6
2677,4
2678,6
2679,0
2680,3
2681,6
2682,5
2683,5
2684,6
2685,4
2686,4
2687,6
2688,4
2689,0
2690,3
2691,0
2692,4
2693,3
2694,2
2695,2
2696,5
2697,6
2698,4
2699,0
2700,4
2701,3
2702,2
2703,4
2704,3
2705,4
2706,6
2707,6
2708,4
2709,2
2710,3
2711,3
2712,4
2713,3
2714,5
2715,4
2716,2
2717,2
2718,4
2719,4
2720,0
2721,4
2722,0
2723,6
2724,5
2725,3
2726,6
2727,6
2728,6
2729,3
2730,3
2731,3
2732,3
2733,0
2734,6
2735,6
2736,6
2737,6
2738,0
2739,5
2740,4
2741,4
2742,5
2743,3
2744,3
2745,0
2746,3
2747,3
2748,3
2749,3
2750,6
2751,4
2752,6
2753,3
2754,5
2755,5
2756,4
2757,6
2758,4
2759,0
2760,6
2761,0
2762,6
2763,3
2764,5
2765,3
2766,2
2767,6
2768,0
2769,0
2770,5
2771,4
2772,4
2773,3
2774,0
2775,2
2776,0
2777,0
2778,3
2779,2
2780,2
2781,6
2782,0
2783,5
2784,5
2785,0
2786,6
2787,5
2788,4
2789,2
2790,4
2791,0
2792,6
2793,6
2794,0
2795,5
2796,3
2797,4
2798,6
2799,4
2800,5
2801,5
2802,4
2803,5
2804,5
2805,3
2806,3
2807,6
2808,2
2809,3
2810,0
2811,5
2812,4
2813,6
2814,5
2815,3
2816,4
2817,2
2818,0
2819,6
2820,4
2821,5
2822,6
2823,3
2824,5
2825,4
2826,4
2827,4
2828,6
2829,0
2830,2
2831,0
2832,6
2833,3
2834,0
2835,0
2836,2
2837,4
2838,4
2839,4
2840,3
2841,5
2842,3
2843,6
2844,5
2845,3
2846,0
2847,5
2848,3
2849,3
2850,5
2851,4
2852,6
2853,2
2854,5
2855,0
2856,6
2857,2
2858,5
2859,0
2860,2
2861,5
2862,3
2863,3
2864,3
2865,0
2866,0
2867,6
2868,3
2869,4
2870,0
2871,4
2872,0
2873,6
2874,4
2875,2
2876,6
2877,0
2878,5
2879,6
2880,3
2881,5
2882,6
2883,0
2884,6
2885,5
2886,0
2887,5
2888,3
2889,3
2890,6
2891,3
2892,4
2893,3
2894,4
2895,0
2896,6
2897,3
2898,5
2899,6
2900,0
2901,2
2902,6
2903,5
2904,0
2905,0
2906,4
2907,0
2908,3
2909,2
2910,6
2911,4
2912,6
2913,6
2914,6
2915,4
2916,2
2917,5
2918,3
2919,5
2920,3
2921,6
2922,3
2923,5
2924,5
2925,4
2926,6
2927,3
2928,3
2929,4
2930,5
2931,2
2932,3
2933,4
2934,4
2935,3
2936,3
2937,4
2938,6
2939,0
2940,6
2941,6
2942,0
2943,0
2944,4
2945,4
2946,4
2947,4
2948,0
2949,6
2950,0
2951,3
2952,5
2953,5
2954,4
2955,5
2956,3
2957,4
2958,5
2959,3
2960,0
2961,3
2962,5
2963,4
2964,0
2965,3
2966,3
2967,4
2968,0
2969,5
2970,3
2971,6
2972,5
2973,3
2974,3
2975,2
2976,6
2977,5
2978,3
2979,4
2980,3
2981,0
2982,3
2983,0
2984,0
2985,0
2986,6
2987,3
2988,3
2989,5
2990,5
2991,4
2992,6
2993,4
2994,0
2995,6
2996,2
2997,2
