TestDataID,Rating
707,3.876428
708,3.449526
709,3.652330
710,3.353153
711,3.834214
712,4.124367
713,3.798431
714,3.421216
715,3.289654
716,2.784910
717,2.425373
718,2.639589
719,3.426577
720,3.791229
721,4.122588
722,3.128638
723,3.390514
724,3.158538
725,3.457671
726,3.275581
727,3.205597
728,3.703486
729,2.816694
730,3.442574
731,3.625242
732,4.349681
733,4.130659
734,4.190006
735,5.070478
736,4.368545
737,4.241532
738,4.608369
739,4.530895
740,3.907254
741,4.498480
742,3.915324
743,3.326853
744,4.708776
745,3.829393
746,4.762858
747,4.977360
748,3.324974
749,4.111979
750,4.525503
751,3.949015
752,4.107232
753,3.101858
754,4.678542
755,3.895399
756,4.382588
757,2.490884
758,4.273772
759,4.129663
760,4.427685
761,3.537828
762,3.068210
763,4.132236
764,4.081630
765,3.881340
766,4.356632
767,4.576161
768,2.335073
769,4.636136
770,4.211933
771,2.228344
772,4.552572
773,4.614255
774,4.257532
775,4.001945
776,4.664541
777,2.789433
778,3.703090
779,4.572664
780,4.511279
781,3.757900
782,2.917356
783,4.666792
784,3.953608
785,4.413207
786,4.563559
787,4.144604
788,4.899643
789,5.045220
790,2.860226
791,3.562946
792,4.645435
793,5.119492
794,4.617154
795,4.925031
796,5.065251
797,4.650433
798,3.937065
799,4.352654
800,4.294661
801,3.971096
802,3.748827
803,4.023963
804,4.164848
805,3.963376
806,3.848194
807,1.986124
808,3.769687
809,2.603312
810,4.333972
811,3.538679
812,2.598346
813,4.664763
814,5.045510
815,4.616922
816,4.285931
817,4.695813
818,4.183708
819,3.514907
820,3.943062
821,4.322268
822,3.162098
823,3.621754
824,4.352980
825,4.543624
826,4.036289
827,3.341399
828,3.975108
829,4.020863
830,4.386177
831,2.373691
832,3.889547
833,4.379909
834,3.698300
835,3.481700
836,4.132875
837,3.401504
838,4.161123
839,4.294236
840,2.779162
841,4.262143
842,2.603490
843,3.870628
844,4.039829
845,4.799911
846,3.962187
847,3.919456
848,2.558632
849,2.809287
850,4.088088
851,4.038800
852,4.444480
853,4.642914
854,3.717667
855,4.963628
856,4.966231
857,4.788069
858,5.205297
859,4.726347
860,3.263330
861,2.761164
862,3.824147
863,3.674992
864,3.871452
865,3.283898
866,3.818709
867,3.963162
868,3.762492
869,2.838619
870,3.630042
871,3.601292
872,3.631230
873,3.180660
874,3.519997
875,3.499864
876,3.751556
877,3.599695
878,3.578104
879,4.014359
880,3.954788
881,3.371411
882,3.369886
883,4.022446
884,3.526891
885,2.958214
886,3.551325
887,3.415638
888,3.494173
889,3.600753
890,3.671342
891,2.321409
892,3.753338
893,3.741887
894,3.046914
895,3.656066
896,3.872757
897,3.092052
898,3.394663
899,3.474089
900,3.850637
901,4.057630
902,4.092592
903,3.060857
904,3.224998
905,3.289793
906,4.194973
907,3.767985
908,4.418196
909,3.878166
910,3.670658
911,3.568723
912,3.808453
913,3.590177
914,3.538856
915,3.683234
916,2.652741
917,2.665334
918,3.499227
919,3.200453
920,3.209064
921,3.842561
922,3.910908
923,3.479402
924,4.035811
925,3.828413
926,3.809048
927,3.395732
928,3.386780
929,2.957667
930,3.017805
931,3.619199
932,3.167079
933,3.518782
934,2.702240
935,3.908670
936,3.767374
937,3.905850
938,3.798843
939,3.704063
940,3.636594
941,3.975840
942,3.033115
943,3.611430
944,3.746966
945,3.424098
946,3.088811
947,2.150467
948,2.731403
949,4.173973
950,2.447047
951,3.596921
952,4.064201
953,4.391314
954,4.593897
955,4.086965
956,4.224028
957,4.691243
958,4.649384
959,4.524901
960,4.407649
961,4.329181
962,4.313628
963,4.653484
964,4.882390
965,4.485805
966,3.919967
967,4.519940
968,3.923839
969,4.304386
970,4.261597
971,4.259978
972,4.250605
973,4.411261
974,4.916917
975,3.974322
976,4.066436
977,3.794611
978,3.874307
979,4.038208
980,3.758932
981,3.852425
982,3.781566
983,3.439239
984,3.503892
985,3.876012
986,2.798643
987,2.765389
988,4.205603
989,4.406459
990,3.888967
991,3.466087
992,3.370096
993,2.224844
994,1.915714
995,3.459559
996,3.695592
997,1.938132
998,4.007322
999,3.477827
1000,2.419608
1001,4.309657
1002,2.683365
1003,2.248043
1004,4.081135
1005,3.961714
1006,2.986094
1007,3.096881
1008,3.068317
1009,3.377753
1010,4.334929
1011,4.075522
1012,4.340602
1013,3.691899
1014,3.859196
1015,3.896041
1016,3.986296
1017,3.332895
1018,3.818590
1019,3.496489
1020,4.089791
1021,3.645705
1022,4.167175
1023,3.899305
1024,3.521624
1025,4.678435
1026,4.003051
1027,4.067022
1028,4.173906
1029,4.171133
1030,3.960230
1031,3.927944
1032,3.636250
1033,4.061389
1034,3.393490
1035,3.599190
1036,4.376564
1037,4.521491
1038,3.999049
1039,4.549275
1040,3.770057
1041,3.531460
1042,4.596368
1043,4.308523
1044,2.776975
1045,2.816723
1046,3.542893
1047,4.359858
1048,3.948261
1049,3.054120
1050,3.196541
1051,3.545291
1052,3.733619
1053,3.653829
1054,4.023996
1055,3.750742
1056,3.387522
1057,3.735536
1058,3.537839
1059,4.106579
1060,4.088607
1061,3.733401
1062,2.935517
1063,4.071218
1064,3.966349
1065,3.210454
1066,3.782696
1067,3.923368
1068,3.700760
1069,4.199567
1070,4.053977
1071,3.791129
1072,4.543661
1073,4.509721
1074,4.505044
1075,4.449819
1076,3.419018
1077,4.566454
1078,3.871373
1079,4.237545
1080,4.044109
1081,4.005626
1082,3.808790
1083,4.284327
1084,4.386204
1085,3.584652
1086,4.188442
1087,3.446143
1088,3.993396
1089,3.235500
1090,3.466309
1091,3.307725
1092,1.907553
1093,3.506256
1094,3.094551
1095,3.762404
1096,4.134086
1097,2.851606
1098,3.044408
1099,3.665592
1100,4.481395
1101,3.182217
1102,4.718602
1103,4.086652
1104,4.164685
1105,3.540064
1106,3.742624
1107,3.432372
1108,3.201275
1109,3.824023
1110,3.473398
1111,4.307895
1112,3.838302
1113,4.086996
1114,4.398489
1115,4.296927
1116,3.866008
1117,4.034249
1118,3.547421
1119,3.138459
1120,4.130435
1121,4.381361
1122,3.984807
1123,3.960260
1124,4.727482
1125,3.698144
1126,3.493193
1127,4.097263
1128,3.174400
1129,3.293802
1130,3.427574
1131,3.676102
1132,3.164034
1133,3.074140
1134,3.770348
1135,3.178079
1136,3.052621
1137,3.931136
1138,3.685846
1139,3.640391
1140,4.100040
1141,3.329728
1142,2.882711
1143,2.981379
1144,3.549707
1145,3.374557
1146,3.232202
1147,3.532805
1148,3.373192
1149,3.457896
1150,3.208452
1151,2.697567
1152,3.554886
1153,4.079732
1154,3.237396
1155,3.923490
1156,4.438849
1157,4.489695
1158,3.885689
1159,3.270391
1160,3.010063
1161,2.809062
1162,4.079941
1163,2.346212
1164,3.389761
1165,3.329055
1166,2.187885
1167,3.431023
1168,2.529357
1169,3.277725
1170,2.728650
1171,2.792683
1172,3.338096
1173,2.331892
1174,2.692028
1175,2.210886
1176,2.608550
1177,2.569721
1178,3.831586
1179,2.347026
1180,3.577867
1181,3.699452
1182,2.625309
1183,2.414250
1184,2.748765
1185,3.757897
1186,3.009095
1187,2.656818
1188,3.443334
1189,3.341719
1190,3.069853
1191,3.354148
1192,3.170828
1193,3.763384
1194,2.032509
1195,3.372454
1196,4.033568
1197,3.507899
1198,3.175177
1199,3.738288
1200,1.659560
1201,3.064984
1202,1.807517
1203,2.586437
1204,3.185493
1205,3.417547
1206,2.734159
1207,3.555607
1208,4.550623
1209,3.268146
1210,3.476705
1211,3.226631
1212,3.601635
1213,3.594435
1214,3.552433
1215,3.721076
1216,3.573271
1217,3.702082
1218,4.137037
1219,3.456670
1220,4.005960
1221,3.506410
1222,3.630775
1223,3.908420
1224,3.592779
1225,3.817442
1226,3.182734
1227,3.656420
1228,4.041850
1229,3.541234
1230,3.391147
1231,3.557598
1232,4.137386
1233,4.099941
1234,4.451619
1235,4.477434
1236,4.760678
1237,4.355236
1238,4.119983
1239,4.646430
1240,4.878673
1241,4.335210
1242,3.571386
1243,4.373907
1244,3.941603
1245,4.399540
1246,4.533459
1247,4.323541
1248,4.367466
1249,4.801088
1250,4.402015
1251,3.962230
1252,3.501548
1253,3.737761
1254,3.709211
1255,3.840352
1256,3.644647
1257,2.728905
1258,2.846956
1259,3.365426
1260,3.817857
1261,3.203083
1262,3.309561
1263,3.301461
1264,2.553518
1265,3.064795
1266,3.895390
1267,2.712879
1268,3.641831
1269,3.396782
1270,4.826203
1271,4.387237
1272,4.803965
1273,4.996713
1274,4.375671
1275,3.978765
1276,4.260630
1277,4.724670
1278,4.593734
1279,4.715520
1280,4.585513
1281,4.384390
1282,3.536642
1283,3.315973
1284,3.663111
1285,4.043160
1286,3.430897
1287,3.088356
1288,2.978627
1289,3.016409
1290,3.489244
1291,2.912335
1292,3.253678
1293,3.094362
1294,4.038944
1295,4.206568
1296,4.642869
1297,3.944416
1298,3.818801
1299,4.152416
1300,3.960425
1301,3.594427
1302,3.762170
1303,4.253942
1304,4.046712
1305,4.892314
1306,3.063493
1307,4.412479
1308,3.921864
1309,2.962615
1310,4.095596
1311,4.054040
1312,4.871513
1313,3.738377
1314,4.613554
1315,3.679237
1316,4.089459
1317,4.875633
1318,4.264986
1319,3.643451
1320,3.928066
1321,3.853506
1322,3.734822
1323,3.654944
1324,3.973571
1325,4.163538
1326,3.820165
1327,3.934844
1328,3.849684
1329,3.576063
1330,3.647084
1331,3.815556
1332,3.890163
1333,4.064589
1334,3.689638
1335,3.246765
1336,3.957907
1337,3.892159
1338,4.162812
1339,3.858566
1340,3.847902
1341,3.959035
1342,3.682391
1343,4.165415
1344,3.520420
1345,4.027366
1346,3.856333
1347,3.111662
1348,4.377323
1349,3.352791
1350,2.182301
1351,2.342395
1352,2.413024
1353,5.335098
1354,4.768273
1355,3.807796
1356,3.627270
1357,3.736123
1358,4.290938
1359,4.264081
1360,4.005961
1361,3.115615
1362,4.592369
1363,4.074195
1364,3.809788
1365,4.683628
1366,4.553011
1367,4.713248
1368,4.246505
1369,3.973628
1370,3.941232
1371,3.661317
1372,3.203269
1373,3.764146
1374,3.068462
1375,4.242976
1376,3.015477
1377,3.538409
1378,3.633455
1379,2.996147
1380,3.776258
1381,4.249058
1382,3.824677
1383,4.079434
1384,3.261264
1385,3.103465
1386,3.778359
1387,3.448938
1388,3.944712
1389,3.823710
1390,3.792647
1391,2.870032
1392,3.159012
1393,3.565658
1394,3.290824
1395,3.962682
1396,3.956457
1397,3.102415
1398,4.020870
1399,4.130555
1400,4.223172
1401,3.752893
1402,3.130609
1403,3.709472
1404,4.180426
1405,3.904726
1406,3.243530
1407,3.164463
1408,3.298337
1409,3.713131
1410,3.165565
1411,2.716418
1412,3.877005
1413,3.341987
1414,2.775469
1415,3.953413
1416,2.718271
1417,2.539949
1418,3.233638
1419,3.436852
1420,3.486260
1421,3.460864
1422,2.637695
1423,3.714769
1424,3.174155
1425,3.144157
1426,3.511085
1427,3.345495
1428,3.904341
1429,3.656373
1430,3.454944
1431,3.408534
1432,3.760448
1433,3.275007
1434,2.809328
1435,3.429422
1436,3.295125
1437,3.263952
1438,2.786232
1439,2.902410
1440,3.195097
1441,4.302780
1442,3.367000
1443,3.395450
1444,3.717120
1445,3.016062
1446,3.710958
1447,3.360071
1448,3.680513
1449,3.045573
1450,3.833490
1451,2.937706
1452,3.622124
1453,3.068901
1454,3.148004
1455,3.236238
1456,3.641866
1457,3.899229
1458,3.795173
1459,4.691445
1460,3.706768
1461,4.317901
1462,3.285100
1463,3.564027
1464,4.107825
1465,3.391321
1466,3.446739
1467,3.865279
1468,4.030315
1469,4.205605
1470,4.450070
1471,3.447546
1472,2.971534
1473,3.869628
1474,3.337109
1475,3.450920
1476,3.726757
1477,3.782158
1478,3.865008
1479,3.636182
1480,3.965895
1481,3.790951
1482,3.502759
1483,3.636821
1484,3.598080
1485,3.489106
1486,3.741423
1487,3.720374
1488,3.574794
1489,3.720214
1490,3.473555
1491,4.036644
1492,2.947211
1493,3.730668
1494,3.704760
1495,4.571701
1496,4.055150
1497,4.088080
1498,4.390389
1499,4.009092
1500,3.911417
1501,4.007815
1502,4.478162
1503,4.678368
1504,3.486123
1505,4.401993
1506,3.098629
1507,3.667628
1508,2.649534
1509,2.853650
1510,3.320914
1511,2.803116
1512,4.052470
1513,3.249251
1514,3.621460
1515,3.514741
1516,3.576587
1517,3.913713
1518,3.913112
1519,3.987217
1520,3.964772
1521,1.981735
1522,3.673916
1523,3.406039
1524,3.844949
1525,3.540685
1526,4.002235
1527,4.144560
1528,3.493675
1529,3.900945
1530,3.940443
1531,3.148551
1532,2.959995
1533,3.904090
1534,3.481919
1535,3.441341
1536,3.931620
1537,3.019232
1538,2.058778
1539,3.573252
1540,3.287790
1541,3.367128
1542,2.834832
1543,3.425501
1544,2.878600
1545,3.150878
1546,3.034001
1547,3.109675
1548,3.695729
1549,3.422747
1550,3.087828
1551,3.598713
1552,4.513201
1553,3.762713
1554,2.703221
1555,3.967131
1556,3.702142
1557,3.593021
1558,3.638430
1559,3.048353
1560,2.619949
1561,3.656972
1562,3.958894
1563,3.884397
1564,4.169904
1565,3.361790
1566,2.737441
1567,2.951014
1568,4.143242
1569,3.107515
1570,3.346855
1571,3.820714
1572,3.909078
1573,3.814563
1574,4.146857
1575,4.246281
1576,4.061985
1577,3.689726
1578,4.098894
1579,3.451919
1580,4.081660
1581,3.960924
1582,4.130074
1583,4.389575
1584,3.908265
1585,3.828563
1586,4.073737
1587,4.011089
1588,3.717091
1589,3.466943
1590,4.057663
1591,3.964113
1592,3.607328
1593,3.658336
1594,3.958462
1595,3.746313
1596,4.084723
1597,3.807332
1598,3.786930
1599,3.590852
1600,3.836652
1601,3.842939
1602,3.833761
1603,4.497247
1604,4.877676
1605,3.159845
1606,3.543069
1607,4.223563
1608,3.556583
1609,4.324092
1610,3.782578
1611,3.410155
1612,3.897972
1613,4.517035
1614,4.732649
1615,3.951097
1616,3.793021
1617,4.375004
1618,3.987350
1619,4.171916
1620,3.309371
1621,3.572901
1622,3.723228
1623,3.095837
1624,4.104407
1625,4.561629
1626,4.758952
1627,4.419641
1628,4.431708
1629,4.855385
1630,4.304730
1631,4.520499
1632,4.713376
1633,4.254881
1634,4.438815
1635,4.646832
1636,3.612640
1637,4.085569
1638,4.814534
1639,4.456171
1640,3.683441
1641,3.619233
1642,2.951607
1643,3.333426
1644,3.993387
1645,2.899312
1646,3.196178
1647,3.737885
1648,3.611320
1649,3.126007
1650,2.955517
1651,2.578825
1652,3.526965
1653,3.395531
1654,3.048506
1655,3.392141
1656,3.823415
1657,3.422787
1658,2.788076
1659,4.186670
1660,4.066692
1661,4.123232
1662,3.898409
1663,2.718546
1664,3.935063
1665,4.056446
1666,3.794168
1667,3.882200
1668,4.147633
1669,3.828128
1670,3.383023
1671,3.947196
1672,3.698019
1673,4.096252
1674,3.731907
1675,3.569438
1676,4.093722
1677,3.946655
1678,3.808641
1679,3.693591
1680,3.893462
1681,4.029808
1682,3.861837
1683,4.272759
1684,3.200984
1685,4.036243
1686,4.221897
1687,3.536536
1688,3.494718
1689,3.592560
1690,4.116806
1691,4.018832
1692,4.259566
1693,2.576746
1694,2.612939
1695,2.434834
1696,3.078815
1697,2.955291
1698,2.271297
1699,2.383022
1700,2.527273
1701,1.850829
1702,1.717786
1703,1.893677
1704,2.854135
1705,2.297478
1706,1.883843
1707,4.562943
1708,4.989718
1709,3.722046
1710,3.436613
1711,2.121974
1712,3.248718
1713,2.487951
1714,2.816113
1715,2.543920
1716,3.189086
1717,2.907468
1718,3.669743
1719,3.237508
1720,3.949366
1721,3.852298
1722,2.834605
1723,3.062920
1724,3.792603
1725,2.243885
1726,2.841488
1727,3.289614
1728,4.685557
1729,3.334653
1730,2.643108
1731,3.295867
1732,3.271769
1733,3.145154
1734,2.784978
1735,2.441872
1736,3.321448
1737,3.148058
1738,2.859866
1739,3.581819
1740,2.549944
1741,3.255661
1742,2.412204
1743,3.262096
1744,2.433756
1745,2.939986
1746,3.117673
1747,2.869569
1748,2.822121
1749,3.523653
1750,3.249445
1751,2.943514
1752,3.558767
1753,3.570089
1754,2.846915
1755,3.018778
1756,3.966842
1757,3.454646
1758,3.645046
1759,3.555682
1760,3.440509
1761,3.379664
1762,3.736444
1763,4.101448
1764,3.367539
1765,4.082430
1766,3.366978
1767,3.967168
1768,3.276705
1769,3.461560
1770,3.266593
1771,3.708604
1772,3.681347
1773,3.602438
1774,4.024483
1775,3.956189
1776,3.521731
1777,3.928506
1778,3.351112
1779,3.759399
1780,4.318060
1781,4.532846
1782,4.347393
1783,4.593146
1784,3.917599
1785,4.600822
1786,4.753119
1787,3.710432
1788,4.138793
1789,3.862409
1790,3.885693
1791,3.857313
1792,4.115062
1793,3.125890
1794,3.441272
1795,3.900070
1796,4.136243
1797,4.213150
1798,3.524381
1799,3.629121
1800,3.521344
1801,4.217767
1802,3.468002
1803,3.689559
1804,3.971989
1805,3.064350
1806,4.119158
1807,4.149357
1808,3.871386
1809,3.225779
1810,4.113268
1811,4.243226
1812,3.682778
1813,3.208070
1814,3.444232
1815,4.002874
1816,3.850107
1817,3.993861
1818,3.148637
1819,3.670056
1820,3.443717
1821,3.957840
1822,3.673407
1823,4.026470
1824,3.461719
1825,3.211056
1826,3.480556
1827,3.525661
1828,4.646861
1829,3.776404
1830,3.581985
1831,4.006624
1832,3.812160
1833,3.686100
1834,3.065930
1835,3.430651
1836,3.566431
1837,3.550168
1838,2.496413
1839,3.174281
1840,4.006274
1841,4.284538
1842,4.312483
1843,4.238392
1844,4.304330
1845,4.397651
1846,3.858910
1847,4.034599
1848,3.675423
1849,3.622272
1850,3.973616
1851,3.413022
1852,4.196088
1853,2.835192
1854,4.408942
1855,4.221380
1856,4.176352
1857,4.254253
1858,3.447873
1859,4.430978
1860,3.465587
1861,3.947374
1862,3.727182
1863,3.820020
1864,4.185010
1865,3.984109
1866,4.183904
1867,4.181002
1868,4.065050
1869,3.604249
1870,3.819304
1871,3.698153
1872,4.024335
