id,answer
616,0
617,1
618,0
619,1
620,2
621,2
622,2
623,0
624,0
625,1
626,2
627,3
628,2
629,0
630,1
631,3
632,2
633,2
634,3
635,2
636,3
637,0
638,3
639,2
640,3
641,0
642,1
643,0
644,2
645,2
646,3
647,0
648,3
649,2
650,2
651,1
652,0
653,1
654,3
655,0
656,1
657,2
658,1
659,0
660,3
661,2
662,3
663,3
664,0
665,2
666,2
667,3
668,0
669,0
670,3
671,1
672,0
673,1
674,3
675,0
676,0
677,2
678,1
679,2
680,0
681,0
682,3
683,3
684,3
685,0
686,1
687,2
688,1
689,0
690,2
691,3
692,3
693,3
694,0
695,1
696,2
697,0
698,1
699,1
700,1
701,3
702,0
703,1
704,2
705,0
706,3
707,3
708,3
709,0
710,1
711,3
712,3
713,2
714,0
715,3
716,1
717,0
718,2
719,2
720,3
721,3
722,1
723,1
724,0
725,1
726,3
727,3
728,1
729,0
730,2
731,2
732,3
733,1
734,1
735,3
736,1
737,2
738,3
739,3
740,0
741,0
742,1
743,0
744,3
745,3
746,0
747,0
748,0
749,1
750,3
751,1
752,0
753,2
754,3
755,2
756,0
757,2
758,3
759,1
760,1
761,0
762,2
763,2
764,2
765,2
766,1
767,1
768,1
769,0
770,1
771,2
772,2
773,3
774,0
775,1
776,0
777,0
778,1
779,0
780,2
781,3
782,3
783,2
784,2
785,1
786,1
787,1
788,0
789,1
790,1
791,3
792,0
793,1
794,2
795,3
796,2
797,0
798,0
799,3
800,3
801,1
802,2
803,1
804,2
805,2
806,1
807,0
808,3
809,3
810,2
811,3
812,0
813,2
814,2
815,2
816,0
817,1
818,1
819,1
820,3
821,1
822,2
823,3
824,1
825,3
826,0
827,3
828,2
829,3
830,1
831,2
832,3
833,1
834,1
835,2
836,0
837,1
838,1
839,3
840,2
841,1
842,1
843,3
844,1
845,0
846,1
847,0
848,0
849,2
850,0
851,2
852,2
853,2
854,1
855,0
856,3
857,3
858,2
859,2
860,3
861,1
862,1
863,1
864,0
865,3
866,0
867,2
868,2
869,1
870,1
871,3
872,2
873,0
874,1
875,3
876,3
877,1
878,2
879,0
880,1
881,3
882,2
883,1
884,0
885,0
886,0
887,2
888,2
889,1
890,0
891,0
892,3
893,3
894,3
895,3
896,2
897,0
898,2
899,2
900,0
901,1
902,0
903,2
904,3
905,3
906,0
907,1
908,3
909,3
910,3
911,1
912,1
913,3
914,2
915,2
916,2
917,2
918,3
919,0
920,1
921,1
922,0
923,3
924,1
925,2
926,3
927,1
928,3
929,1
930,3
931,1
932,3
933,0
934,1
935,2
936,3
937,2
938,0
939,1
940,3
941,0
942,3
943,0
944,0
945,3
946,3
947,3
948,2
949,3
950,1
951,1
952,0
953,0
954,1
955,1
956,3
957,0
958,0
959,2
960,1
961,0
962,0
963,0
964,2
965,2
966,3
967,0
968,1
969,1
970,1
971,3
972,0
973,1
974,1
975,0
976,0
977,3
978,2
979,0
980,2
981,1
982,0
983,1
984,2
985,0
986,2
987,1
988,3
989,1
990,1
991,0
992,2
993,3
994,2
995,2
996,3
997,2
998,3
999,0
1000,0
1001,2
1002,2
1003,2
1004,2
1005,2
1006,0
1007,3
1008,1
1009,1
1010,3
1011,1
1012,0
1013,1
1014,0
1015,2
1016,0
1017,2
1018,1
1019,3
1020,1
1021,1
1022,0
1023,0
1024,0
1025,3
1026,2
1027,1
1028,3
1029,1
1030,3
1031,2
1032,0
1033,3
1034,1
1035,0
1036,1
1037,0
1038,2
1039,2
1040,3
1041,3
1042,2
1043,2
1044,3
1045,1
1046,3
1047,2
1048,1
1049,2
1050,2
1051,3
1052,1
1053,2
1054,2
1055,1
1056,3
1057,3
1058,3
1059,3
1060,1
1061,0
1062,3
1063,1
1064,3
1065,0
1066,1
1067,2
1068,2
1069,1
1070,1
1071,3
1072,3
1073,2
1074,3
1075,3
1076,2
1077,2
1078,1
1079,0
1080,2
1081,0
1082,3
1083,3
1084,1
1085,1
1086,1
1087,0
1088,2
1089,1
1090,3
1091,3
1092,1
1093,3
1094,0
1095,3
1096,3
1097,3
1098,2
1099,1
1100,2
1101,3
1102,2
1103,2
1104,3
1105,2
1106,2
1107,1
1108,0
1109,2
1110,1
1111,0
1112,0
1113,0
1114,3
1115,0
1116,0
1117,2
1118,2
1119,0
1120,1
1121,2
1122,0
1123,3
1124,1
1125,0
1126,3
1127,3
1128,3
1129,0
1130,0
1131,0
1132,1
1133,1
1134,2
1135,2
1136,1
1137,0
1138,3
1139,3
1140,1
1141,3
1142,1
1143,1
1144,1
1145,0
1146,0
1147,0
1148,0
1149,1
1150,1
1151,1
1152,2
1153,3
1154,1
1155,2
1156,1
1157,0
1158,2
1159,2
1160,1
1161,1
1162,0
1163,1
1164,2
1165,1
1166,2
1167,0
1168,2
1169,0
1170,2
1171,3
1172,1
1173,1
1174,2
1175,3
1176,0
1177,1
1178,1
1179,0
1180,3
1181,3
1182,1
1183,1
1184,0
1185,0
1186,3
1187,2
1188,1
1189,1
1190,2
1191,3
1192,0
1193,0
1194,2
1195,1
1196,3
1197,2
1198,3
1199,3
1200,1
1201,2
1202,2
1203,2
1204,1
1205,1
1206,2
1207,0
1208,0
1209,0
1210,3
1211,3
1212,2
1213,2
1214,1
1215,2
1216,0
1217,0
1218,0
1219,0
1220,1
1221,3
1222,2
1223,3
1224,0
1225,3
1226,2
1227,0
1228,2
1229,2
1230,3
1231,1
1232,1
1233,0
1234,3
1235,1
1236,2
1237,3
1238,2
1239,1
1240,3
1241,2
1242,0
1243,1
1244,1
1245,3
1246,1
1247,2
1248,0
1249,0
1250,3
1251,1
1252,1
1253,3
1254,0
1255,1
1256,1
1257,1
1258,0
1259,1
1260,1
1261,0
1262,2
1263,0
1264,0
1265,0
1266,0
1267,3
1268,0
1269,1
1270,1
1271,0
1272,2
1273,2
1274,1
1275,0
1276,2
1277,1
1278,0
1279,2
1280,2
1281,3
1282,1
1283,2
1284,1
1285,3
1286,2
1287,2
1288,1
1289,3
1290,0
1291,3
1292,0
1293,1
1294,2
1295,2
1296,3
1297,1
1298,2
1299,1
1300,2
1301,0
1302,2
1303,2
1304,0
1305,1
1306,0
1307,2
1308,0
1309,3
1310,3
1311,3
1312,0
1313,2
1314,1
1315,1
1316,0
1317,0
1318,0
1319,1
1320,1
1321,2
1322,0
1323,1
1324,0
1325,3
1326,3
1327,2
1328,1
1329,3
1330,2
1331,2
1332,3
1333,0
1334,0
1335,3
1336,0
1337,3
1338,0
1339,3
1340,2
1341,3
1342,1
1343,0
1344,2
1345,0
1346,3
1347,3
1348,2
1349,1
1350,3
1351,2
1352,0
1353,0
1354,3
1355,3
1356,1
1357,0
1358,1
1359,3
1360,2
1361,3
1362,3
1363,2
1364,3
1365,0
1366,1
1367,3
1368,2
1369,2
1370,2
1371,2
1372,0
1373,3
1374,2
1375,2
1376,2
1377,3
1378,3
1379,1
1380,1
1381,2
1382,0
1383,1
1384,0
1385,3
1386,0
1387,2
1388,1
1389,0
1390,1
1391,3
1392,3
1393,0
1394,1
1395,1
1396,1
1397,1
1398,1
1399,3
1400,3
1401,0
1402,1
1403,2
1404,0
1405,0
1406,0
1407,3
1408,2
1409,2
1410,3
1411,2
1412,1
1413,2
1414,1
1415,0
1416,3
1417,1
1418,0
1419,2
1420,1
1421,3
1422,2
1423,0
1424,2
1425,0
1426,0
1427,1
1428,0
1429,1
1430,0
1431,0
1432,0
1433,1
1434,2
1435,2
1436,3
1437,2
1438,2
1439,1
1440,1
1441,0
1442,2
1443,1
1444,3
1445,2
1446,2
1447,2
1448,0
1449,0
1450,3
1451,1
1452,2
1453,1
1454,3
1455,3
1456,1
1457,2
1458,3
1459,3
1460,3
1461,2
1462,3
1463,3
1464,3
1465,1
1466,0
1467,3
1468,0
1469,1
1470,1
1471,1
1472,1
1473,3
1474,1
1475,1
1476,2
1477,1
1478,3
1479,1
1480,1
1481,0
1482,3
1483,0
1484,0
1485,1
1486,0
1487,1
1488,1
1489,3
1490,0
1491,3
1492,0
1493,2
1494,0
1495,1
1496,0
1497,1
1498,0
1499,3
1500,3
1501,3
1502,1
1503,2
1504,3
1505,1
1506,2
1507,3
1508,2
1509,0
1510,0
1511,0
1512,0
1513,1
1514,1
1515,1
1516,2
1517,2
1518,2
1519,3
1520,2
1521,3
1522,2
1523,2
1524,3
1525,0
1526,0
1527,1
1528,1
1529,1
1530,1
1531,3
1532,2
1533,2
1534,0
1535,1
1536,2
1537,0
1538,2
1539,1
1540,1
1541,3
1542,3
1543,0
1544,1
1545,0
1546,2
1547,1
1548,0
1549,0
1550,0
1551,3
1552,2
1553,2
1554,3
1555,1
1556,3
1557,2
1558,0
1559,3
1560,2
1561,2
1562,0
1563,0
1564,3
1565,3
1566,3
1567,3
1568,1
1569,2
1570,0
1571,0
1572,3
1573,3
1574,0
1575,1
1576,1
1577,0
1578,3
1579,1
1580,0
1581,3
1582,2
1583,1
1584,0
1585,2
1586,3
1587,0
1588,1
1589,3
1590,2
1591,2
1592,1
1593,0
1594,2
1595,2
1596,2
1597,1
1598,2
1599,3
1600,1
1601,1
1602,1
1603,2
1604,1
1605,2
1606,2
1607,0
1608,2
1609,1
1610,0
1611,2
1612,2
1613,1
1614,2
1615,0
1616,3
1617,2
1618,0
1619,0
1620,3
1621,3
1622,3
1623,1
1624,3
1625,0
1626,1
1627,3
1628,1
1629,2
1630,0
1631,0
1632,1
1633,0
1634,3
1635,0
1636,2
1637,0
1638,0
1639,1
1640,1
1641,3
1642,0
1643,2
1644,2
1645,0
1646,1
1647,3
1648,1
1649,0
1650,0
1651,2
1652,1
1653,1
1654,0
1655,0
1656,2
1657,3
1658,0
1659,0
1660,2
1661,0
1662,0
1663,2
1664,1
1665,3
1666,2
1667,1
1668,1
1669,2
1670,3
1671,1
1672,3
1673,3
1674,0
1675,2
1676,0
1677,1
1678,3
1679,0
1680,2
1681,0
1682,3
1683,2
1684,0
1685,3
1686,3
1687,2
1688,1
1689,2
1690,1
1691,2
1692,1
1693,1
1694,0
1695,1
1696,2
1697,0
1698,0
1699,0
1700,2
1701,2
1702,1
1703,3
1704,1
1705,2
1706,0
1707,1
1708,3
1709,1
1710,0
1711,0
1712,0
1713,2
1714,3
1715,2
1716,2
1717,0
1718,2
1719,3
1720,3
1721,1
1722,3
1723,1
1724,0
1725,1
1726,0
1727,3
1728,3
1729,2
1730,3
1731,2
1732,1
1733,3
1734,0
1735,3
1736,1
1737,3
1738,1
1739,2
1740,0
1741,2
1742,0
1743,3
1744,2
1745,1
1746,1
1747,0
1748,3
1749,2
1750,3
1751,0
1752,0
1753,0
1754,1
1755,2
1756,2
1757,3
1758,2
1759,3
1760,1
1761,1
1762,3
1763,0
1764,2
1765,3
1766,0
1767,1
1768,2
1769,0
1770,1
1771,2
1772,1
1773,2
1774,3
1775,2
1776,2
1777,1
1778,3
1779,1
1780,3
1781,0
1782,2
1783,3
1784,1
1785,1
1786,3
1787,2
1788,0
1789,1
1790,2
1791,1
1792,2
1793,0
1794,3
1795,0
1796,3
1797,3
1798,0
1799,0
1800,2
1801,1
1802,1
1803,1
1804,2
1805,1
1806,1
1807,2
1808,1
1809,3
1810,2
1811,3
1812,0
1813,0
1814,0
1815,0
1816,0
1817,0
1818,3
1819,0
1820,0
1821,1
1822,0
1823,2
1824,1
1825,0
1826,0
1827,3
1828,2
1829,2
1830,1
1831,1
1832,0
1833,2
1834,3
1835,1
1836,2
1837,2
1838,2
1839,3
1840,1
1841,2
1842,2
1843,0
1844,1
1845,2
1846,2
1847,0
1848,1
1849,1
1850,2
1851,3
1852,0
1853,0
1854,2
1855,1
1856,0
1857,2
1858,2
1859,0
1860,1
1861,2
1862,2
1863,2
1864,3
1865,2
1866,1
1867,2
1868,3
1869,1
1870,3
1871,2
1872,3
1873,0
1874,3
1875,0
1876,2
1877,2
1878,1
1879,2
1880,3
1881,3
1882,2
1883,3
1884,3
1885,0
1886,0
1887,3
1888,1
1889,0
1890,1
1891,1
1892,2
1893,3
1894,3
1895,0
1896,2
1897,2
1898,1
1899,1
1900,1
1901,3
1902,1
1903,3
1904,3
1905,2
1906,0
1907,0
1908,3
1909,2
1910,2
1911,3
1912,1
1913,2
1914,1
1915,3
1916,2
1917,0
1918,1
1919,1
1920,2
1921,3
1922,3
1923,0
1924,2
1925,2
1926,1
1927,3
1928,2
1929,3
1930,3
1931,3
1932,0
1933,0
1934,3
1935,3
1936,1
1937,0
1938,1
1939,2
1940,0
1941,1
1942,0
1943,2
1944,1
1945,0
1946,2
1947,2
1948,1
1949,3
1950,3
1951,3
1952,2
1953,2
1954,0
1955,3
1956,1
1957,2
1958,3
1959,1
1960,0
1961,1
1962,3
1963,2
1964,3
1965,3
1966,1
1967,3
1968,3
1969,2
1970,0
1971,0
1972,0
1973,2
1974,3
1975,2
1976,2
1977,2
1978,3
1979,2
1980,2
1981,0
1982,2
1983,0
1984,0
1985,1
1986,0
1987,3
1988,0
1989,2
1990,3
1991,3
1992,2
1993,1
1994,0
1995,0
1996,0
1997,3
1998,3
1999,3
2000,0
